image 1/678 /home/michael/animal/unlabeled/006baded5400ecfbab4b6b83579cc4b2.jpg: 640x640 1 deer, 3.8ms
image 2/678 /home/michael/animal/unlabeled/019e3754c039ff85a609ebe3d2cba4a8.jpg: 640x640 1 bird, 3.5ms
image 3/678 /home/michael/animal/unlabeled/01ad64da2ba8b4eb5cb92eb981b4e9a5.jpg: 640x640 2 birds, 3.3ms
image 4/678 /home/michael/animal/unlabeled/01cbee91b73e12ea864d3d14e22136f9.jpg: 640x640 1 pig, 4.9ms
image 5/678 /home/michael/animal/unlabeled/026f4eafd40574e5eeaba6a3bae7f8f8.jpg: 640x640 1 pig, 5.0ms
image 6/678 /home/michael/animal/unlabeled/02da7976e705f11344e6d362e6e40581.jpg: 640x640 2 coyotes, 3.3ms
image 7/678 /home/michael/animal/unlabeled/02e4338d6483d25c0c8c66b2e72139a6.jpg: 640x640 1 coyote, 3.2ms
image 8/678 /home/michael/animal/unlabeled/03959c130721a614d6d1ccbd8a5fb3b6.jpg: 640x640 1 deer, 4.0ms
image 9/678 /home/michael/animal/unlabeled/039fc5d6080b7d7c542f741bdafeda5e.jpg: 640x640 (no detections), 3.2ms
image 10/678 /home/michael/animal/unlabeled/03b0dda643358fdc94c25d059e7f3c07.jpg: 640x640 1 deer, 4.2ms
image 11/678 /home/michael/animal/unlabeled/03beaca2e9f152096db83b7878d571e5.jpg: 640x640 1 deer, 3.2ms
image 12/678 /home/michael/animal/unlabeled/03e67037280a3dae88fe40e296de2950.jpg: 640x640 1 deer, 4.7ms
image 13/678 /home/michael/animal/unlabeled/03e9d9a1e7c54f14d699425a6600fcb9.jpg: 640x640 1 deer, 3.5ms
image 14/678 /home/michael/animal/unlabeled/042e8c7adcfeb6a820c182806f95f24f.jpg: 640x640 1 bird, 4.5ms
image 15/678 /home/michael/animal/unlabeled/0540eb30b4848aacf497443d5d7a523a.jpg: 640x640 1 bobcat, 3.6ms
image 16/678 /home/michael/animal/unlabeled/05654a1781509993edb8b21f4dc37f3c.jpg: 640x640 1 deer, 3.7ms
image 17/678 /home/michael/animal/unlabeled/05673097e5637ded1860f9a399c1e429.jpg: 640x640 1 deer, 3.4ms
image 18/678 /home/michael/animal/unlabeled/05ab2e717bda6de2b31d86572654f782.jpg: 640x640 (no detections), 3.9ms
image 19/678 /home/michael/animal/unlabeled/05d172cdb22a07e5cfefa1919748a360.jpg: 640x640 1 bird, 3.2ms
image 20/678 /home/michael/animal/unlabeled/05e662e9ce747f1965dcbcfc1621e5c2.jpg: 640x640 1 coyote, 1 deer, 3.2ms
image 21/678 /home/michael/animal/unlabeled/0614492758766221ffe3d6342d68140d.jpg: 640x640 1 deer, 3.2ms
image 22/678 /home/michael/animal/unlabeled/0677a2078489f44b21455bf4400cc820.jpg: 640x640 1 bird, 3.2ms
image 23/678 /home/michael/animal/unlabeled/06a499e705c3ce0975e0a315e053fa83.jpg: 640x640 1 coyote, 3.8ms
image 24/678 /home/michael/animal/unlabeled/078fad93fb4130a91f0ae7b090e0f726.jpg: 640x640 1 pig, 3.2ms
image 25/678 /home/michael/animal/unlabeled/0797ab9f65c03fe984a9789e02b840c7.jpg: 640x640 1 deer, 3.2ms
image 26/678 /home/michael/animal/unlabeled/079fd6a8fb2d934ff8ca759a67b51f75.jpg: 640x640 (no detections), 3.2ms
image 27/678 /home/michael/animal/unlabeled/07ff3d3ab5e932fbb05576599b87cf32.jpg: 640x640 1 deer, 3.1ms
image 28/678 /home/michael/animal/unlabeled/08ff7d81efa60a2ce786a53e5bcd9f0d.jpg: 640x640 1 bird, 3.2ms
image 29/678 /home/michael/animal/unlabeled/0902c7350913686082406bb8f7fe75cf.jpg: 640x640 1 bobcat, 3.2ms
image 30/678 /home/michael/animal/unlabeled/0981dace9d4d2a3b68b0335e1f7db2a4.jpg: 640x640 1 coyote, 4.0ms
image 31/678 /home/michael/animal/unlabeled/0a014b304a3913b2fcf396ad10eb99ce.jpg: 640x640 3 pigs, 3.2ms
image 32/678 /home/michael/animal/unlabeled/0a3b525c219e6afdd7ca530f07902a96.jpg: 640x640 1 coyote, 3.1ms
image 33/678 /home/michael/animal/unlabeled/0aa2af007f04691427823d635444ae2e.jpg: 640x640 1 coyote, 3.2ms
image 34/678 /home/michael/animal/unlabeled/0ab6c18c25130675d0b041b2e5560e13.jpg: 640x640 1 coyote, 3.1ms
image 35/678 /home/michael/animal/unlabeled/0b75920033aa82e572f6195d64541c1a.jpg: 640x640 1 pig, 3.4ms
image 36/678 /home/michael/animal/unlabeled/0bb5349c0a798eeb92f87bc1eb5392f9.jpg: 640x640 1 coyote, 3.2ms
image 37/678 /home/michael/animal/unlabeled/0bb57f958ee80ec84b8f0a36f9e08494.jpg: 640x640 1 deer, 3.2ms
image 38/678 /home/michael/animal/unlabeled/0d38b2fb543322c7fcca75958a4cb50f.jpg: 640x640 1 coyote, 3.2ms
image 39/678 /home/michael/animal/unlabeled/0d5dddd7beb46513bf199dd181fb3d3d.jpg: 640x640 1 coyote, 3.2ms
image 40/678 /home/michael/animal/unlabeled/0d62c1ff060894672858c63b3940ce06.jpg: 640x640 1 deer, 4.4ms
image 41/678 /home/michael/animal/unlabeled/0e3a3e8eeb684021a65349386ee75585.jpg: 640x640 1 bobcat, 1 deer, 3.3ms
image 42/678 /home/michael/animal/unlabeled/0e7e940c63c5f1995a89a637a8b73cbe.jpg: 640x640 (no detections), 3.2ms
image 43/678 /home/michael/animal/unlabeled/0f7b51e52de0b0a7eef627066beb5728.jpg: 640x640 1 deer, 3.2ms
image 44/678 /home/michael/animal/unlabeled/1003cef50f742cb1f06324ffcedcb1b0.jpg: 640x640 1 deer, 3.1ms
image 45/678 /home/michael/animal/unlabeled/1040a1605b5aea99730137093dd5f6ed.jpg: 640x640 1 coyote, 3.2ms
image 46/678 /home/michael/animal/unlabeled/118a3f5aa6b32a6cf4a2d516543d7cca.jpg: 640x640 1 coyote, 3.2ms
image 47/678 /home/michael/animal/unlabeled/121d0648e0149b17e86f3d00ca6992e2.jpg: 640x640 1 coyote, 2 deers, 3.3ms
image 48/678 /home/michael/animal/unlabeled/122892fe1407d94da9de75f2be63758b.jpg: 640x640 2 coyotes, 3.2ms
image 49/678 /home/michael/animal/unlabeled/123ed73c526cd83939c2e5bc8e2c44ab.jpg: 640x640 1 deer, 3.2ms
image 50/678 /home/michael/animal/unlabeled/12557f971e3fee203d7b9bbac0b06562.jpg: 640x640 1 coyote, 3.2ms
image 51/678 /home/michael/animal/unlabeled/12795196c0e919dbe4200df0fe88b357.jpg: 640x640 1 bird, 3.2ms
image 52/678 /home/michael/animal/unlabeled/141e49930707271729bd9ef304c38dca.jpg: 640x640 1 bird, 4.5ms
image 53/678 /home/michael/animal/unlabeled/142b0b4bd03025a7b6f35659223ead77.jpg: 640x640 1 deer, 3.2ms
image 54/678 /home/michael/animal/unlabeled/1439310fb8ed06587cc8e4d88fd385ec.jpg: 640x640 1 deer, 3.1ms
image 55/678 /home/michael/animal/unlabeled/143a9f80449070cf4de159ac53f253c3.jpg: 640x640 1 deer, 3.2ms
image 56/678 /home/michael/animal/unlabeled/14d1930baecc7553074c60d6f5e5993f.jpg: 640x640 (no detections), 3.1ms
image 57/678 /home/michael/animal/unlabeled/151cddf271ec759eaebb1018f3534c8a.jpg: 640x640 (no detections), 3.4ms
image 58/678 /home/michael/animal/unlabeled/1586c98cd05b130529917b3f1e6fc1b6.jpg: 640x640 1 deer, 3.1ms
image 59/678 /home/michael/animal/unlabeled/15d42a9c39e3a114189a01625d516d5e.jpg: 640x640 3 birds, 3.2ms
image 60/678 /home/michael/animal/unlabeled/16c90493bbcff02ca21a4a61900adb98.jpg: 640x640 1 person, 3.2ms
image 61/678 /home/michael/animal/unlabeled/16ea34953e78bff8c8829beb15c34604.jpg: 640x640 1 deer, 3.2ms
image 62/678 /home/michael/animal/unlabeled/17340dac5a47275a890c95f896f2fb1f.jpg: 640x640 1 coyote, 3.2ms
image 63/678 /home/michael/animal/unlabeled/17681a6fa7d64f4662cc6fb30cce109d.jpg: 640x640 1 coyote, 3.1ms
image 64/678 /home/michael/animal/unlabeled/176b9ff23422c7a0d0b831528b9bfc65.jpg: 640x640 1 deer, 4.0ms
image 65/678 /home/michael/animal/unlabeled/1780ce6b2ca36d13f9b49e41ae3b1ef0.jpg: 640x640 1 bird, 1 person, 3.3ms
image 66/678 /home/michael/animal/unlabeled/17d7db76e42d23adc114fdb300815f84.jpg: 640x640 2 deers, 3.2ms
image 67/678 /home/michael/animal/unlabeled/1831b83cc7a480126a1446d960844cf7.jpg: 640x640 1 deer, 3.2ms
image 68/678 /home/michael/animal/unlabeled/18947fccd4bf575413ecaaa8ab2c1a6a.jpg: 640x640 1 deer, 3.2ms
image 69/678 /home/michael/animal/unlabeled/1a13ba644faa49b8cb0324382f01878a.jpg: 640x640 1 bird, 3.2ms
image 70/678 /home/michael/animal/unlabeled/1a2525709b2a94887baba81fa4e1757b.jpg: 640x640 1 coyote, 3.2ms
image 71/678 /home/michael/animal/unlabeled/1a3d355512febbf50dbd8bcd43e684ad.jpg: 640x640 (no detections), 4.4ms
image 72/678 /home/michael/animal/unlabeled/1a9f8e4ea7e39b69530fb840a3616d24.jpg: 640x640 2 coyotes, 3.2ms
image 73/678 /home/michael/animal/unlabeled/1ab975944b23f38516672bb2e0419a7a.jpg: 640x640 1 coyote, 3.2ms
image 74/678 /home/michael/animal/unlabeled/1ae193f1ef58fc0b4111f1497ce4bce5.jpg: 640x640 2 coyotes, 3.3ms
image 75/678 /home/michael/animal/unlabeled/1b7229ca9974a8f67e9848bf44447a41.jpg: 640x640 1 coyote, 3.2ms
image 76/678 /home/michael/animal/unlabeled/1b7bd28a77762f3c888bd2ae01e031e7.jpg: 640x640 1 coyote, 4.0ms
image 77/678 /home/michael/animal/unlabeled/1b84b9747337bc5ba38dc5b040ae7cd9.jpg: 640x640 2 coyotes, 3.2ms
image 78/678 /home/michael/animal/unlabeled/1c3e596f41d479729e5e6115d7a28124.jpg: 640x640 1 coyote, 3.2ms
image 79/678 /home/michael/animal/unlabeled/1cfdd436f103cb4abd087c7680053278.jpg: 640x640 1 deer, 3.2ms
image 80/678 /home/michael/animal/unlabeled/1d0b4fc980bf45f187a9a16733844dd9.jpg: 640x640 1 coyote, 3.2ms
image 81/678 /home/michael/animal/unlabeled/1d2d492f998b715c038e84315ddb23aa.jpg: 640x640 1 coyote, 4.1ms
image 82/678 /home/michael/animal/unlabeled/1d3270ba848a5dce4118322e865c84f5.jpg: 640x640 (no detections), 3.2ms
image 83/678 /home/michael/animal/unlabeled/1df2ec03d58a2be7a5aea058fb55761c.jpg: 640x640 1 coyote, 3.2ms
image 84/678 /home/michael/animal/unlabeled/1e171ab66a6a724bc4b1660ca1894097.jpg: 640x640 1 deer, 3.2ms
image 85/678 /home/michael/animal/unlabeled/1ee1e8624c64d9afe98d45f21a71e6d3.jpg: 640x640 1 bobcat, 3.2ms
image 86/678 /home/michael/animal/unlabeled/1f8d2c8f6f90bc215a00094bcbfa308b.jpg: 640x640 2 deers, 4.5ms
image 87/678 /home/michael/animal/unlabeled/1fc03384ae68aae70edf70f98e66aecb.jpg: 640x640 1 deer, 3.2ms
image 88/678 /home/michael/animal/unlabeled/202db61ab9adcd699eec37fb29c48d99.jpg: 640x640 1 bobcat, 3.2ms
image 89/678 /home/michael/animal/unlabeled/2034ebb2c6128cc08d8666902b19ce49.jpg: 640x640 1 pig, 3.2ms
image 90/678 /home/michael/animal/unlabeled/20f0cc5bca3a4651d713af9298e5094e.jpg: 640x640 1 bird, 3.2ms
image 91/678 /home/michael/animal/unlabeled/20f26f85295707bf313547a4cf3a26b8.jpg: 640x640 1 deer, 3.3ms
image 92/678 /home/michael/animal/unlabeled/21062fc2c5c7a5b30de3b3bc3705b912.jpg: 640x640 1 pig, 3.2ms
image 93/678 /home/michael/animal/unlabeled/2195d3cc910f3768e5f6ea66d17d8767.jpg: 640x640 1 person, 4.3ms
image 94/678 /home/michael/animal/unlabeled/22568ce32131ce7a73022be9db360757.jpg: 640x640 1 deer, 3.2ms
image 95/678 /home/michael/animal/unlabeled/22837c05cf3b5195deb6d04da5cb2461.jpg: 640x640 (no detections), 3.1ms
image 96/678 /home/michael/animal/unlabeled/22f75f933fefa09a1c4935c9171c8442.jpg: 640x640 1 deer, 3.2ms
image 97/678 /home/michael/animal/unlabeled/24f4b3fe3de6a65330e50551ef044831.jpg: 640x640 1 coyote, 3.1ms
image 98/678 /home/michael/animal/unlabeled/2587e905ad9890c24abdbefade038882.jpg: 640x640 2 deers, 4.2ms
image 99/678 /home/michael/animal/unlabeled/25a13a5e3d495cef5ee000a5131386e8.jpg: 640x640 1 coyote, 3.2ms
image 100/678 /home/michael/animal/unlabeled/25a866cde306ea01b12054a5a1c18482.jpg: 640x640 1 deer, 3.2ms
image 101/678 /home/michael/animal/unlabeled/25ed8027d4f857e23776fc285e8620d9.jpg: 640x640 1 coyote, 3.2ms
image 102/678 /home/michael/animal/unlabeled/263d4b5b9800cb3182f7a9d3f1834372.jpg: 640x640 1 coyote, 3.1ms
image 103/678 /home/michael/animal/unlabeled/269617ae7985540775d74bf6da69ca2e.jpg: 640x640 1 coyote, 3.3ms
image 104/678 /home/michael/animal/unlabeled/2701973dcea7e2449ecc2c6f1c1d7424.jpg: 640x640 1 deer, 3.2ms
image 105/678 /home/michael/animal/unlabeled/283a8fa0f3f79f75ebec2f0321d05bae.jpg: 640x640 1 coyote, 3.1ms
